Date,Target
2006-01-03,0.04443568940187666
2006-01-04,0.03499919096519003
2006-01-05,0.03243085832642853
2006-01-06,0.031833245555774395
2006-01-09,0.03580975103485137
2006-01-10,0.03636534868444715
2006-01-11,0.034539205764840965
2006-01-12,0.038715079174941935
2006-01-13,0.033946584318826675
2006-01-17,0.03989300234458189
2006-01-18,0.056552310708301606
2006-01-19,0.053056659378773616
2006-01-20,0.06983802984403326
2006-01-23,0.06871238909119323
2006-01-24,0.06832646037812061
2006-01-25,0.06742408659860724
2006-01-26,0.06986803817650139
2006-01-27,0.06379897974883404
2006-01-30,0.06525892748252421
2006-01-31,0.06559753738527418
2006-02-01,0.06498455345904287
2006-02-02,0.07563501125426375
2006-02-03,0.08272742250216177
2006-02-06,0.08853614825914084
2006-02-07,0.0977063490997998
2006-02-08,0.09210282782796057
2006-02-09,0.09914694318086763
2006-02-10,0.08709617000646101
2006-02-13,0.09111862731745445
2006-02-14,0.08028812317796045
2006-02-15,0.06860160827636719
2006-02-16,0.060463137819936584
2006-02-17,0.05986456230257362
2006-02-21,0.07540743224304801
2006-02-22,0.06975478568358834
2006-02-23,0.07604495194877975
2006-02-24,0.06894511422926664
2006-02-27,0.0670571736966453
2006-02-28,0.08102072915243842
2006-03-01,0.07897833186706017
2006-03-02,0.08333457221085663
2006-03-03,0.08742029862907383
2006-03-06,0.09617756987390352
2006-03-07,0.09767375822198393
2006-03-08,0.09725694833664432
2006-03-09,0.10521681410325051
2006-03-10,0.09327925514458685
2006-03-13,0.0761838409527821
2006-03-14,0.06877947373194508
2006-03-15,0.07402799611029816
2006-03-16,0.07300839790436278
2006-03-17,0.06843370505832855
2006-03-20,0.07971928354260951
2006-03-21,0.09060076552841147
2006-03-22,0.08264879400102218
2006-03-23,0.08114191119975174
2006-03-24,0.08203693054541387
2006-03-27,0.08560940294326372
2006-03-28,0.09149964036722188
2006-03-29,0.08467326101875947
2006-03-30,0.09631993096279562
2006-03-31,0.10211061434870836
2006-04-03,0.0960617626974527
2006-04-04,0.09159755132158473
2006-04-05,0.08537159237921503
2006-04-06,0.0834657508595949
2006-04-07,0.08896951737987263
2006-04-10,0.09276428695363763
2006-04-11,0.10902634554447657
2006-04-12,0.10605377283902369
2006-04-13,0.10020793580134825
2006-04-17,0.10212943292334252
2006-04-18,0.08495497065244044
2006-04-19,0.0761719352448577
2006-04-20,0.07730316433781233
2006-04-21,0.07689429702422435
2006-04-24,0.0815986357643222
2006-04-25,0.09378213542683536
2006-04-26,0.09600044660895599
2006-04-27,0.09328715789936758
2006-04-28,0.09156805694062609
2006-05-01,0.09284476524571937
2006-05-02,0.0893155264971998
2006-05-03,0.08778243317380108
2006-05-04,0.08819964963564489
2006-05-05,0.08626749507809219
2006-05-08,0.07491732797376244
2006-05-09,0.07323002700831197
2006-05-10,0.07390862254651678
2006-05-11,0.09410982158789549
2006-05-12,0.11384405773656205
2006-05-15,0.1169872085023175
2006-05-16,0.12097553085726698
2006-05-17,0.13907523412618372
2006-05-18,0.1475578199255704
2006-05-19,0.1444243514385554
2006-05-22,0.14756718742277328
2006-05-23,0.14442384001481265
2006-05-24,0.13888783006739439
2006-05-25,0.13463956085836273
2006-05-26,0.13681103141191664
2006-05-30,0.1563177663090897
2006-05-31,0.14601333624615398
2006-06-01,0.135310527303206
2006-06-02,0.13150707024610214
2006-06-05,0.1510246346062268
2006-06-06,0.14822959167559363
2006-06-07,0.15381918317698828
2006-06-08,0.11217633678063667
2006-06-09,0.1233888776140621
2006-06-12,0.13392981509124693
2006-06-13,0.1335960172649561
2006-06-14,0.1171343626866821
2006-06-15,0.11085370988652309
2006-06-16,0.1122057043782777
2006-06-19,0.13043794531921732
2006-06-20,0.13121308530127238
2006-06-21,0.12330301104832882
2006-06-22,0.10625399661209796
2006-06-23,0.11464045315011048
2006-06-26,0.11332520156008226
2006-06-27,0.11923015318091093
2006-06-28,0.1252488431731541
2006-06-29,0.1084713653544414
2006-06-30,0.1297749127911279
2006-07-03,0.12056812248243497
2006-07-05,0.1299855589530409
2006-07-06,0.12826514000844857
2006-07-07,0.12890761402830495
2006-07-10,0.11827135472005575
2006-07-11,0.1179632429681956
2006-07-12,0.1289210336191889
2006-07-13,0.14672216829760518
2006-07-14,0.16305620152168224
2006-07-17,0.16596327755068704
2006-07-18,0.16727845258511914
2006-07-19,0.14668872144432116
2006-07-20,0.1595190324359542
2006-07-21,0.16010767626964775
2006-07-24,0.1482183578386882
2006-07-25,0.14498610585333918
2006-07-26,0.15762372105990982
2006-07-27,0.1648828668047785
2006-07-28,0.15169523582564706
2006-07-31,0.15201380249500904
2006-08-01,0.167933405926997
2006-08-02,0.15932238990274109
2006-08-03,0.15632640895685077
2006-08-04,0.16888136339075638
2006-08-07,0.17125342116835843
2006-08-08,0.175063681095672
2006-08-09,0.17095466036787238
2006-08-10,0.16864938973004995
2006-08-11,0.18092114836331497
2006-08-14,0.1846540091341219
2006-08-15,0.17116013517959647
2006-08-16,0.16523464632045323
2006-08-17,0.16203717467642165
2006-08-18,0.16146809440403762
2006-08-21,0.14947742481995965
2006-08-22,0.15939856012251205
2006-08-23,0.16253802099550102
2006-08-24,0.1582718960069411
2006-08-25,0.16913886649517687
2006-08-28,0.16206268797738074
2006-08-29,0.16750235056569876
2006-08-30,0.16832773948433224
2006-08-31,0.1689650855972436
2006-09-01,0.1611505770036185
2006-09-05,0.1479230990029507
2006-09-06,0.16571298746776345
2006-09-07,0.17317349224742873
2006-09-08,0.17807865665146067
2006-09-11,0.17781672677156657
2006-09-12,0.1700989838692403
2006-09-13,0.16775293909431413
2006-09-14,0.16308833766145603
2006-09-15,0.14982644437362955
2006-09-18,0.1283246114077963
2006-09-19,0.1442199896665838
2006-09-20,0.13880373530461618
2006-09-21,0.13275112616096132
2006-09-22,0.15279363100447343
2006-09-25,0.14822408250313857
2006-09-26,0.1470872617089442
2006-09-27,0.14548970737519
2006-09-28,0.14550963908532968
2006-09-29,0.13249241566721798
2006-10-02,0.14336898928707623
2006-10-03,0.12626400753442962
2006-10-04,0.10927273322328743
2006-10-05,0.10321311166634703
2006-10-06,0.11614638813998862
2006-10-09,0.11479567236323893
2006-10-10,0.11077856598278901
2006-10-11,0.12554547106871547
2006-10-12,0.11889967515213444
2006-10-13,0.11700182325110424
2006-10-16,0.11787640856184475
2006-10-17,0.12301596037621335
2006-10-18,0.10566696524347834
2006-10-19,0.11104937464592321
2006-10-20,0.13086364078682639
2006-10-23,0.12743458917066794
2006-10-24,0.1249764146700265
2006-10-25,0.12092867123677466
2006-10-26,0.11308930577099223
2006-10-27,0.12759376377328036
2006-10-30,0.11333661055901562
2006-10-31,0.11874973644774436
2006-11-01,0.10471481735995217
2006-11-02,0.11025056223640774
2006-11-03,0.08675509866999465
2006-11-06,0.05737865470871061
2006-11-07,0.0658572724323537
2006-11-08,0.050190550976063925
2006-11-09,0.06346818637640607
2006-11-10,0.06611624675475872
2006-11-13,0.03513385613070399
2006-11-14,0.05343741462779515
2006-11-15,0.05738345928278346
2006-11-16,0.0698190974073576
2006-11-17,0.03703255527880941
2006-11-20,0.03794360203387183
2006-11-21,0.03572114773813025
